BndEquGlat BndEquMlat BndEquMlon BndGlon BndPolGlat BndPolMlat BndPolMlon date minTecGlat minTecMlat minTecMlon minTecVal
42.0 52.8539473976 -1.47331541864 -78.0 54.0 64.3173183742 -0.670461633392 "2011-04-09 09:27:30" 46.0 56.6712640483 -1.19487895925 3.8
41.0 51.8122137482 -0.162957247469 -77.0 54.0 64.238270923 0.806344234893 "2011-04-09 09:27:30" 46.0 56.5823017605 0.21672604263 4.2
43.0 53.6127359532 1.37830030714 -76.0 54.0 64.1511807576 2.27307921403 "2011-04-09 09:27:30" 47.0 57.443797259 1.70023720155 4.0
42.0 52.5478327133 2.67046277219 -75.0 52.0 62.1428956756 3.54154271656 "2011-04-09 09:27:30" 47.0 57.3378380637 3.10107998659 3.8
41.0 51.4739882703 3.94511188676 -74.0 52.0 62.0366734239 4.96794686881 "2011-04-09 09:27:30" 47.0 57.2232185011 4.49225248738 3.8
41.0 51.341840557 5.29875285275 -73.0 51.0 60.9596712495 6.27632649294 "2011-04-09 09:27:30" 48.0 58.0651489866 5.97140605541 3.8
41.0 51.200302849 6.64360966024 -72.0 51.0 60.8363457697 7.67131411314 "2011-04-09 09:27:30" 48.0 57.9358358554 7.34703045321 3.3
53.0 52.0123185192 -98.5353119113 -160.0 64.0 63.2027791574 -103.304780432 "2011-04-09 09:27:30" 60.0 59.1146725896 -101.232876891 2.6
51.0 51.399779507 -90.9117941921 -152.0 62.0 62.4528408528 -95.5479045853 "2011-04-09 09:27:30" 57.0 57.4054937188 -93.1565079139 3.4
51.0 51.7686729561 -89.1191142986 -150.0 62.0 62.7976674674 -93.8243382883 "2011-04-09 09:27:30" 58.0 58.7718095398 -91.8364737048 3.2
49.0 54.3658090251 -65.9093492427 -127.0 56.0 61.2599768616 -68.4723014795 "2011-04-09 09:27:30" 52.0 57.3232152292 -66.9320664158 4.6
42.0 47.7005868697 -62.7461357241 -126.0 56.0 61.457432174 -67.3750466415 "2011-04-09 09:27:30" 49.0 54.5657847515 -64.834116194 5.2
42.0 47.8950954088 -61.6859265444 -125.0 56.0 61.6540038499 -66.265848455 "2011-04-09 09:27:30" 49.0 54.7649913891 -63.7492510983 5.2
48.0 53.9778906106 -62.3430505996 -124.0 55.0 60.8699132493 -64.7458555729 "2011-04-09 09:27:30" 51.0 56.9348838469 -63.3046350053 3.5
43.0 52.8113491815 9.51444031035 -70.0 56.0 65.3978805467 11.1210907247 "2011-04-09 09:27:30" 49.0 58.6258045194 10.1797500883 3.1
51.0 52.5289603318 -85.4689357368 -146.0 61.0 62.5105357479 -89.739364479 "2011-04-09 09:27:30" 58.0 59.5090186214 -88.2563700903 5.0
52.0 53.7137337225 -84.9011427115 -145.0 61.0 62.6941069403 -88.8337942854 "2011-04-09 09:27:30" 57.0 58.6975414548 -86.8941019331 4.65
52.0 53.9088927702 -83.9693684069 -144.0 61.0 62.8790730498 -87.9200360034 "2011-04-09 09:27:30" 57.0 58.8885565881 -85.9714198363 4.55
53.0 55.0975360877 -83.4047575165 -143.0 60.0 62.0708348479 -86.4695703748 "2011-04-09 09:27:30" 56.0 58.0837355955 -84.6075067319 4.8
51.0 53.3133068771 -81.7217052409 -142.0 59.0 61.2656903937 -85.0344272171 "2011-04-09 09:27:30" 55.0 57.2827685109 -83.2501422612 5.5
49.0 51.5410119388 -80.0682603837 -141.0 59.0 61.457550888 -84.0908061479 "2011-04-09 09:27:30" 55.0 57.4794264649 -82.3009805747 5.4
49.0 51.7410253784 -79.1062107094 -140.0 59.0 61.6503851515 -83.1382894346 "2011-04-09 09:27:30" 55.0 57.6770263416 -81.3437976842 5.2
42.0 47.1135558749 -65.8827083953 -129.0 57.0 61.8451768567 -71.0644928429 "2011-04-09 09:27:30" 51.0 55.9350773643 -68.7142778635 5.2
49.0 54.1651589658 -66.975170231 -128.0 56.0 61.0617726901 -69.5578642149 "2011-04-09 09:27:30" 51.0 56.1364371286 -67.6524451392 5.0
48.0 54.1750704371 -61.2424482135 -123.0 55.0 61.0652016789 -63.6160658249 "2011-04-09 09:27:30" 51.0 57.1321960676 -62.1914250358 3.3
48.0 54.3712244199 -60.1318490143 -122.0 54.0 60.2790034271 -62.1010035568 "2011-04-09 09:27:30" 50.0 56.3428444143 -60.74607739 4.4
47.0 53.580609765 -58.720965716 -121.0 55.0 61.4517624268 -61.3192585234 "2011-04-09 09:27:30" 50.0 56.5379201282 -59.6155547385 4.45
44.0 52.8370071791 -43.8779331947 -109.0 52.0 60.6772272783 -45.5991513147 "2011-04-09 09:27:30" 48.0 56.7655739677 -44.6788070413 4.3
43.0 52.0248513995 -42.4583547295 -108.0 50.0 58.8881468756 -43.8299047093 "2011-04-09 09:27:30" 47.0 55.9504595539 -43.2038476769 4.95
38.0 48.2459223479 -32.9579562075 -101.0 50.0 59.8942863542 -34.4317330289 "2011-04-09 09:27:30" 47.0 56.9852180433 -33.9961117617 3.4
59.0 56.6681237121 -108.845066692 -170.0 67.0 64.9472013991 -112.947516869 "2011-04-09 09:27:30" 64.0 61.8455074522 -111.134297909 3.3
47.0 54.346846874 -54.152929176 -117.0 53.0 60.250253115 -55.8947181631 "2011-04-09 09:27:30" 50.0 57.3032188677 -54.9800564561 3.3
42.0 52.0067221767 8.08078514964 -71.0 51.0 60.7057510331 9.05383549302 "2011-04-09 09:27:30" 48.0 57.7987726386 8.71105934293 3.15
43.0 52.6474503807 10.8351033828 -69.0 56.0 65.2662476488 12.5170781983 "2011-04-09 09:27:30" 48.0 57.5024270258 11.4026099929 3.4
42.0 51.5080927281 12.034360914 -68.0 55.0 64.1623317211 13.7268834729 "2011-04-09 09:27:30" 48.0 57.3436624161 12.7293904784 3.6
42.0 51.3252144737 13.3301375741 -67.0 56.0 64.9858442943 15.2633125546 "2011-04-09 09:27:30" 48.0 57.1781809247 14.0430883775 3.25
42.0 51.1342978707 14.6142883195 -66.0 55.0 63.8654685573 16.4249383026 "2011-04-09 09:27:30" 46.0 55.0425477134 15.0865758627 3.8
45.0 54.4688775883 -38.9998528547 -105.0 52.0 61.2925712054 -40.2857088607 "2011-04-09 09:27:30" 48.0 57.401475119 -39.5069749973 2.65
44.0 53.6431623545 -37.5525359441 -104.0 52.0 61.4340864026 -38.9238158413 "2011-04-09 09:27:30" 47.0 56.5732342253 -38.0161735842 3.95
43.0 52.8151568408 -36.115353889 -103.0 51.0 60.6034384499 -37.3598754411 "2011-04-09 09:27:30" 47.0 56.7164427242 -36.6881678481 3.5
43.0 52.9584180725 -34.8112343872 -102.0 50.0 59.7674322229 -35.8120511986 "2011-04-09 09:27:30" 47.0 56.8538999706 -35.3480570403 3.7
45.0 54.3128120304 -40.285647372 -106.0 51.0 60.1748343141 -41.416733462 "2011-04-09 09:27:30" 48.0 57.2492051942 -40.8190478749 3.1
45.0 52.8366723307 22.4319822536 -60.0 51.0 58.866817449 23.3460637969 "2011-04-09 09:27:30" 49.0 56.8584652745 23.0103891001 4.5
43.0 47.8878476976 -67.2052803219 -130.0 59.0 63.6068660415 -73.0645577976 "2011-04-09 09:27:30" 51.0 55.7332319763 -69.7665081966 5.0
47.0 54.5345236833 -52.9837001118 -116.0 60.0 67.2045317172 -57.3517710679 "2011-04-09 09:27:30" 50.0 57.4900280623 -53.791684545 3.3
42.0 53.1716133246 -16.9663043024 -89.0 51.0 61.7699845268 -17.1626870676 "2011-04-09 09:27:30" 47.0 57.951460555 -17.0365381044 3.9
42.0 53.1965609925 -15.5569024695 -88.0 52.0 62.7389659162 -15.7052213003 "2011-04-09 09:27:30" 47.0 57.9723759897 -15.5842116923 3.8
47.0 54.720333167 -51.8031062931 -115.0 53.0 60.6175012396 -53.465941209 "2011-04-09 09:27:30" 50.0 57.6746811487 -52.5910773412 3.1
46.0 53.9187804022 -50.3700313845 -114.0 52.0 59.8192789098 -51.935569899 "2011-04-09 09:27:30" 49.0 56.8735506285 -51.1141064307 3.9
44.0 53.1717262774 -41.3840373371 -107.0 51.0 60.0217669396 -42.7427649239 "2011-04-09 09:27:30" 48.0 57.0922362892 -42.1184071574 4.65
43.0 53.4674461729 -29.4827584972 -98.0 53.0 63.1116555511 -30.6382390786 "2011-04-09 09:27:30" 47.0 57.3384780037 -29.8729511906 2.6
41.0 49.7182282435 -44.5361009243 -110.0 51.0 59.5364102935 -46.6406559576 "2011-04-09 09:27:30" 47.0 55.6141143779 -45.7222825348 6.2
42.0 53.2108032945 -14.1449616789 -87.0 52.0 62.7481610384 -14.2028923384 "2011-04-09 09:27:30" 47.0 57.9832409518 -14.1301235058 3.4
47.0 55.0855801164 -49.4069337095 -113.0 53.0 60.9743674978 -50.983787568 "2011-04-09 09:27:30" 49.0 57.0539671091 -49.8957202983 4.9
46.0 54.2801812187 -47.9645552794 -112.0 52.0 60.1723720612 -49.4414653046 "2011-04-09 09:27:30" 49.0 57.231678383 -48.6648175757 2.95
42.0 53.1360940084 -18.3722559846 -90.0 51.0 61.7416986365 -18.6508829481 "2011-04-09 09:27:30" 46.0 56.9630706926 -18.4560524506 3.8
42.0 53.1195138834 -7.07940743699 -82.0 54.0 64.5493722226 -6.66106484528 "2011-04-09 09:27:30" 47.0 57.885703916 -6.86847466746 3.8
45.0 53.4731235346 -46.5312873249 -111.0 52.0 60.3442188002 -48.1742725883 "2011-04-09 09:27:30" 48.0 56.4240916494 -47.1882732235 4.4
48.0 54.9865626358 27.5799319895 -56.0 60.0 67.1104835057 30.4514982031 "2011-08-01 04:57:30" 52.0 59.0777930968 28.3013050767 3.05
46.0 56.6597697771 -25.5829209337 -95.0 51.0 61.4640992497 -26.0204532187 "2011-08-01 04:57:30" 48.0 58.5853313948 -25.7407759696 3.0
45.0 52.5632992875 -52.4813166481 -116.0 57.0 64.3265539826 -56.0808191768 "2011-08-01 04:57:30" 52.0 59.4552157384 -54.3768926835 2.7
46.0 53.7347503027 -51.5553528767 -115.0 57.0 64.5043929216 -54.8320542414 "2011-08-01 04:57:30" 51.0 58.6574312583 -52.8715622337 2.8
47.0 54.9040876331 -50.6109219262 -114.0 56.0 63.7142402536 -53.2074745644 "2011-08-01 04:57:30" 51.0 58.8390218586 -51.6514762649 2.95
47.0 55.0855801164 -49.4069337095 -113.0 55.0 62.9199433437 -51.6027920663 "2011-08-01 04:57:30" 51.0 59.0179534243 -50.4184852242 2.95
46.0 56.7390070212 -24.1705964463 -94.0 51.0 61.5371792808 -24.5592533087 "2011-08-01 04:57:30" 48.0 58.6619861493 -24.3095303115 3.1
41.0 52.2107826151 -8.53190083735 -83.0 52.0 62.6912261648 -8.20256029951 "2011-08-01 04:57:30" 45.0 56.016020928 -8.37889090629 3.5
41.0 52.1710995841 -7.12787926812 -82.0 52.0 62.6537051452 -6.71008897841 "2011-08-01 04:57:30" 46.0 56.9305763185 -6.90644494624 4.0
41.0 52.1205547766 -5.72646563911 -81.0 50.0 60.7017264457 -5.29859375726 "2011-08-01 04:57:30" 46.0 56.8805639961 -5.47042587082 4.2
47.0 55.2645836673 -48.1909446532 -112.0 53.0 61.1483530126 -49.7223113388 "2011-08-01 04:57:30" 50.0 58.2136291052 -48.9139281844 2.25
41.0 49.7182282435 -44.5361009243 -110.0 47.0 55.6141143779 -45.7222825348 "2011-08-01 04:57:30" 45.0 53.6478194336 -45.306415364 2.9
46.0 56.8701194012 -21.3246706465 -92.0 56.0 66.3899122051 -22.0682937512 "2011-08-01 04:57:30" 48.0 58.7884643621 -21.4259991339 3.7
44.0 54.7591542202 -1.33182610842 -78.0 51.0 61.458391185 -0.865944705606 "2011-08-01 04:57:30" 48.0 58.5867780679 -1.06158872669 3.2
47.0 55.4613175613 19.0222292867 -63.0 57.0 65.3423616389 20.7915553141 "2011-08-01 04:57:30" 51.0 59.4317535145 19.6221311377 3.6
47.0 55.2620241683 20.2645967318 -62.0 53.0 61.2347356131 21.2346188656 "2011-08-01 04:57:30" 50.0 58.252316614 20.7136163439 3.9
52.0 58.7007511131 -59.1070227896 -120.0 58.0 64.5605024939 -61.3535727358 "2011-08-01 04:57:30" 54.0 60.6641879921 -59.7887780697 2.8
50.0 56.9238585296 -57.3209517632 -119.0 57.0 63.7783182943 -59.7402474186 "2011-08-01 04:57:30" 53.0 59.8742327494 -58.2715986253 3.2
44.0 53.6431623545 -37.5525359441 -104.0 52.0 61.4340864026 -38.9238158413 "2011-08-01 04:57:30" 49.0 58.5228988404 -38.3552905802 2.05
45.0 54.7661162591 -36.3918020577 -103.0 54.0 63.4943140589 -37.9595219226 "2011-08-01 04:57:30" 49.0 58.6632577184 -37.0089449815 1.6
54.0 59.2938987945 -67.6719748173 -127.0 61.0 66.1314727702 -70.8569496063 "2011-08-01 04:57:30" 59.0 64.1926543199 -69.8229239008 2.3
50.0 57.3032188677 -54.9800564561 -117.0 58.0 65.1113531817 -57.7191804016 "2011-08-01 04:57:30" 53.0 60.250253115 -55.8947181631 2.35
45.0 55.8483612407 -22.6975797691 -93.0 52.0 62.5549793636 -23.1766156044 "2011-08-01 04:57:30" 48.0 58.7297808218 -22.8709884714 3.45
42.0 52.9359542873 -2.86762561296 -79.0 51.0 61.5329238922 -2.32313932103 "2011-08-01 04:57:30" 47.0 57.7074656725 -2.55364070192 3.5
53.0 59.2968458794 -61.7433310905 -122.0 59.0 65.1517057914 -64.1616970173 "2011-08-01 04:57:30" 55.0 61.2592014524 -62.4739465414 3.6
53.0 59.4908732575 -60.5982659083 -121.0 59.0 65.3395692127 -62.9882232661 "2011-08-01 04:57:30" 55.0 61.4517624268 -61.3192585234 2.9
45.0 55.2895161904 -31.0352535317 -99.0 52.0 62.0518345667 -31.9253194561 "2011-08-01 04:57:30" 48.0 58.1959817306 -31.3777381533 1.5
45.0 55.4031370502 -29.6687233876 -98.0 52.0 62.1551974512 -30.4907078358 "2011-08-01 04:57:30" 48.0 58.3050894648 -29.9830573922 1.2
55.0 59.6788667692 -71.2793036622 -130.0 61.0 65.5550653566 -74.1089108893 "2011-08-01 04:57:30" 59.0 63.6068660415 -73.0645577976 2.2
55.0 59.8790186003 -70.2183751773 -129.0 62.0 66.7144099756 -73.6095036451 "2011-08-01 04:57:30" 59.0 63.8026599402 -71.9962904849 2.4
40.0 48.912892949 -43.1559713956 -109.0 52.0 60.6772272783 -45.5991513147 "2011-08-01 04:57:30" 47.0 55.7840861988 -44.4693352039 2.0
45.0 55.1685919249 -32.3912286976 -100.0 51.0 60.9791924763 -33.1899510171 "2011-08-01 04:57:30" 47.0 57.1100089371 -32.6326671245 2.1
53.0 59.1014519365 -62.876526381 -123.0 59.0 64.9623145852 -65.321073467 "2011-08-01 04:57:30" 56.0 62.0439366936 -64.0106216721 3.55
41.0 50.0641231297 -42.1137180665 -108.0 52.0 60.8378382488 -44.2911423495 "2011-08-01 04:57:30" 47.0 55.9504595539 -43.2038476769 1.8
53.0 58.9048311314 -63.998086771 -124.0 60.0 65.7384450752 -66.9591685243 "2011-08-01 04:57:30" 56.0 61.849553135 -65.1444564456 3.7
51.0 58.0988031161 -56.4562218564 -118.0 58.0 64.9298937997 -58.9451978442 "2011-08-01 04:57:30" 53.0 60.0632459617 -57.0895439783 3.15
55.0 60.0786820356 -69.1465803607 -128.0 61.0 65.9399046441 -71.9540157668 "2011-08-01 04:57:30" 59.0 63.9979682464 -70.91583906 2.25
41.0 52.2640187453 -12.750970417 -86.0 50.0 60.8464542183 -12.6793740214 "2011-08-01 04:57:30" 47.0 57.9839897726 -12.6752818597 4.2
45.0 54.9064751239 -35.0698386295 -102.0 54.0 63.6213771673 -36.5513532587 "2011-08-01 04:57:30" 48.0 57.8264791557 -35.4958457252 1.8
46.0 52.2038466804 30.6637562784 -53.0 57.0 63.5700077899 32.9953858648 "2011-08-01 04:57:30" 48.0 54.2969386812 30.9746961583 4.3
45.0 55.6068914703 -26.9060731702 -96.0 51.0 61.3826853962 -27.47353809 "2011-08-01 04:57:30" 48.0 58.5000934984 -27.1639288285 2.3
48.0 54.7600424957 28.7255949973 -55.0 61.0 67.923974017 32.0288325767 "2011-08-01 04:57:30" 51.0 57.8477754141 29.2572853903 3.95
47.0 53.49102438 29.698511728 -54.0 57.0 63.7581968875 31.846185495 "2011-08-01 04:57:30" 50.0 56.6022428898 30.2049629075 4.0
45.0 55.0407730615 -33.7362133025 -101.0 53.0 62.78473829 -34.9401720468 "2011-08-01 04:57:30" 48.0 57.9563105395 -34.1345826316 1.6
39.0 49.5791591489 3.76070634067 -74.0 53.0 62.996238332 5.06908103277 "2011-08-01 04:57:30" 45.0 55.2992396494 4.30936565621 4.9
40.0 50.3913745923 5.20335968836 -73.0 53.0 62.8843510842 6.492199748 "2011-08-01 04:57:30" 48.0 58.0651489866 5.97140605541 3.8
41.0 51.200302849 6.64360966024 -72.0 53.0 62.7652192674 7.90280794932 "2011-08-01 04:57:30" 49.0 58.9030116951 7.45269477761 4.1
46.0 53.621636426 23.7653213946 -59.0 53.0 60.6802966508 24.9411628408 "2011-08-01 04:57:30" 50.0 57.6621660252 24.3819083541 4.7
48.0 55.2093746795 26.4200984318 -57.0 61.0 68.2626475076 29.5946461702 "2011-08-01 04:57:30" 52.0 59.2804533742 27.1303277692 3.8
46.0 55.0425477134 15.0865758627 -66.0 55.0 63.8654685573 16.4249383026 "2011-08-01 04:57:30" 51.0 59.9531744761 15.765579349 4.35
48.0 56.8280904875 16.6302266564 -65.0 57.0 65.6563904273 18.155467574 "2011-08-01 04:57:30" 51.0 59.7846471522 17.0656897439 3.5
48.0 56.6439876665 17.9032565192 -64.0 58.0 66.4730141018 19.7136891242 "2011-08-01 04:57:30" 51.0 59.610750518 18.3512471895 3.4
46.0 53.3965388268 24.950044323 -58.0 54.0 61.4937648626 26.3606602684 "2011-08-01 04:57:30" 50.0 57.4571305429 25.5754684111 4.2
42.0 52.0067221767 8.08078514964 -71.0 53.0 62.6391034559 9.30038790947 "2011-08-01 04:57:30" 50.0 59.7372199042 8.93649500016 4.1
46.0 53.8416706584 22.5666466703 -60.0 52.0 59.8688553416 23.5281470452 "2011-08-01 04:57:30" 49.0 56.8584652745 23.0103891001 4.7
41.0 52.0592548434 -4.32848718318 -80.0 49.0 59.6889234914 -3.88456393238 "2011-08-01 04:57:30" 46.0 56.8205731106 -4.03925603867 4.7
44.0 53.2684637208 13.5566751238 -67.0 56.0 64.9858442943 15.2633125546 "2011-08-01 04:57:30" 51.0 60.116061612 14.4510755122 3.95
41.0 52.2395241033 -9.93767645542 -84.0 52.0 62.7194888248 -9.69913477113 "2011-08-01 04:57:30" 46.0 57.0002046171 -9.78939739212 4.2
43.0 52.4754354606 12.1445215829 -68.0 56.0 65.128811367 13.8979181769 "2011-08-01 04:57:30" 51.0 60.2730361449 13.1223795028 3.3
43.0 53.7139986362 -0.00827475173714 -77.0 52.0 62.331455598 0.656300522131 "2011-08-01 04:57:30" 46.0 56.5823017605 0.21672604263 3.6
46.0 54.0564056435 21.3540800278 -61.0 52.0 60.0575977275 22.2974197847 "2011-08-01 04:57:30" 49.0 57.0595083793 21.7908532561 4.6
56.0 61.7728221091 37.1353843073 -49.0 64.0 69.8544999719 40.4190763806 "2011-08-01 04:57:30" 61.0 66.8707626226 38.9382283752 5.7
44.0 49.838895249 31.4865530584 -52.0 57.0 63.3802749763 34.1295385836 "2011-08-01 04:57:30" 47.0 53.0084707811 31.9166473202 3.0
42.0 51.2115517791 -41.0475187246 -107.0 48.0 57.0922362892 -42.1184071574 "2011-08-01 04:57:30" 46.0 55.1328135343 -41.7395770734 1.85
43.0 52.3540800641 -39.9569603072 -106.0 49.0 58.2261282228 -41.0100780939 "2011-08-01 04:57:30" 47.0 56.271094616 -40.6350957643 1.65
58.0 63.4500789789 39.9260866032 -47.0 63.0 68.5215310427 42.0874699754 "2011-08-01 04:57:30" 60.0 65.4984469812 40.6905357814 5.1
56.0 61.5748933952 38.2078093371 -48.0 63.0 68.6942772424 40.9925338723 "2011-08-01 04:57:30" 60.0 65.6810173664 39.6127635669 5.3
41.0 52.257274713 -11.3443303568 -85.0 50.0 60.836768687 -11.197698295 "2011-08-01 04:57:30" 46.0 57.019660876 -11.234440811 4.2
52.0 50.2589568173 73.2640690942 -7.0 57.0 56.1057360055 75.098620025 "2011-08-01 04:57:30" 55.0 53.8136719323 74.3056992913 3.6
45.0 55.5090565179 -28.292140594 -97.0 51.0 61.293199691 -28.917722973 "2011-08-01 04:57:30" 48.0 58.4065726641 -28.578249047 1.5
51.0 48.9531913516 73.7639795837 -6.0 57.0 56.0096255892 75.9093276892 "2011-08-01 04:57:30" 55.0 53.7197500903 75.1172472149 3.7
52.0 51.2682832614 65.9678798682 -16.0 65.0 65.7918328728 72.0621844254 "2011-08-01 04:57:30" 55.0 54.8279219273 66.9894770269 2.3
52.0 51.1377815313 66.7806715244 -15.0 65.0 65.6693813431 72.882454157 "2011-08-01 04:57:30" 56.0 55.8553053061 68.1887571187 2.3
49.0 46.6455896225 71.5652407712 -8.0 58.0 57.3305594297 74.7181653373 "2011-08-01 04:57:30" 52.0 50.3530466693 72.4530137187 6.6
49.0 46.7403304984 70.7561335767 -9.0 59.0 58.546557484 74.3627168167 "2011-08-01 04:57:30" 52.0 50.4515529503 71.6426277697 3.4
45.0 54.6201132331 -37.7018654613 -104.0 55.0 64.3198176804 -39.5893778469 "2011-08-01 05:27:30" 48.0 57.548688804 -38.1822972548 0.8
45.0 54.7661162591 -36.3918020577 -103.0 52.0 61.5700412924 -37.5488771321 "2011-08-01 05:27:30" 48.0 57.6904805865 -36.8451794275 0.6
41.0 51.152621061 -33.2709388052 -101.0 49.0 58.926133064 -34.2795520401 "2011-08-01 05:27:30" 44.0 54.0681550777 -33.6137291809 1.9
40.0 50.3181641928 -31.8636421105 -100.0 49.0 59.0479298698 -32.8971734352 "2011-08-01 05:27:30" 44.0 54.197507864 -32.2778436478 2.2
39.0 49.4815540824 -30.4663430474 -99.0 48.0 58.1959817306 -31.3777381533 "2011-08-01 05:27:30" 42.0 52.3819286264 -30.7348566365 2.2
44.0 54.5426208457 -28.2062710062 -97.0 60.0 69.7868579569 -30.4889905323 "2011-08-01 05:27:30" 48.0 58.4065726641 -28.578249047 1.05
43.0 53.6773852595 -26.7567131067 -96.0 58.0 68.0094020131 -28.5107687399 "2011-08-01 05:27:30" 47.0 57.5363371188 -27.0729181206 3.7
46.0 56.6597697771 -25.5829209337 -95.0 58.0 68.0831713983 -26.9739544009 "2011-08-01 05:27:30" 48.0 58.5853313948 -25.7407759696 1.1
38.0 49.062265633 -23.7704488687 -94.0 43.0 53.8532146071 -23.9951439142 "2011-08-01 05:27:30" 41.0 51.9326258531 -23.8963977922 3.8
38.0 49.1444469451 -22.4221387004 -93.0 43.0 53.9274283194 -22.6027171776 "2011-08-01 05:27:30" 41.0 52.0098120503 -22.5217348382 3.25
44.0 55.0481981119 -18.4073270077 -90.0 50.0 60.7886027511 -18.6023367543 "2011-08-01 05:27:30" 46.0 56.9630706926 -18.4560524506 4.4
59.0 60.1410018688 -90.5239812184 -148.0 67.0 68.1201527694 -95.4228380373 "2011-08-01 05:27:30" 63.0 64.1499351647 -92.6533168887 3.2
59.0 60.3247781196 -89.6282640918 -147.0 66.0 67.3032795954 -93.7799419346 "2011-08-01 05:27:30" 63.0 64.3265851927 -91.7698116931 2.95
58.0 59.5090186214 -88.2563700903 -146.0 66.0 67.4746875858 -92.9004299233 "2011-08-01 05:27:30" 63.0 64.5047999932 -90.8783881117 2.9
57.0 58.6975414548 -86.8941019331 -145.0 65.0 66.663662816 -91.284803021 "2011-08-01 05:27:30" 63.0 64.6844889887 -89.9787606493 3.6
57.0 58.8885565881 -85.9714198363 -144.0 65.0 66.840282586 -90.3836581515 "2011-08-01 05:27:30" 62.0 63.8734976157 -88.4775079363 2.8
57.0 60.2556646968 -79.2824144255 -137.0 64.0 67.1373602677 -83.1025738029 "2011-08-01 05:27:30" 61.0 64.2042121491 -81.2710294556 2.6
57.0 60.4538807963 -78.2909769577 -136.0 64.0 67.323688648 -82.1173808561 "2011-08-01 05:27:30" 61.0 64.3965520352 -80.2816427797 2.7
58.0 61.6396621598 -77.7497482896 -135.0 65.0 68.4753761567 -81.8255446265 "2011-08-01 05:27:30" 63.0 66.5407786864 -80.4656894959 4.2
54.0 58.0887918262 -73.9959765982 -133.0 61.0 64.9755890597 -77.2477398758 "2011-08-01 05:27:30" 58.0 62.0350943438 -75.7164247014 4.9
48.0 56.0701332358 -49.6475305077 -113.0 59.0 66.7659047845 -53.0648610498 "2011-08-01 05:27:30" 50.0 58.0367045979 -50.1523736716 1.1
47.0 55.2645836673 -48.1909446532 -112.0 53.0 61.1483530126 -49.7223113388 "2011-08-01 05:27:30" 49.0 57.231678383 -48.6648175757 1.4
47.0 55.4408509789 -46.9627781915 -111.0 53.0 61.3190538913 -48.4470785545 "2011-08-01 05:27:30" 49.0 57.4064372619 -47.4212452367 1.6
46.0 54.6310941819 -45.5113493015 -110.0 53.0 61.4862158548 -47.1580077653 "2011-08-01 05:27:30" 49.0 57.5779794225 -46.1648766671 1.3
40.0 50.9587652419 -1.62004646009 -78.0 52.0 62.413340328 -0.801107749089 "2011-08-01 05:27:30" 45.0 55.7145583328 -1.26283521027 4.4
41.0 50.8897879484 9.30499585537 -70.0 52.0 61.537969405 10.5514844747 "2011-08-01 05:27:30" 48.0 57.6542167477 10.0630504563 3.3
57.0 59.8608382384 -81.2371414297 -139.0 64.0 66.76648572 -85.0397439823 "2011-08-01 05:27:30" 61.0 63.8212483405 -83.2187082075 0.9
57.0 60.0579446165 -80.2643854007 -138.0 64.0 66.9515890158 -84.0765835914 "2011-08-01 05:27:30" 61.0 64.0124058747 -82.249953483 1.4
54.0 58.2903689115 -72.9673649653 -132.0 60.0 64.1931688463 -75.6743936001 "2011-08-01 05:27:30" 58.0 62.2329079589 -74.6837326435 4.8
54.0 58.4918130173 -71.9289097427 -131.0 60.0 64.3880310266 -74.6288302871 "2011-08-01 05:27:30" 57.0 61.4482123197 -73.1829106331 2.4
53.0 57.7065007592 -70.4963040619 -130.0 60.0 64.5826787701 -73.5713241043 "2011-08-01 05:27:30" 57.0 61.6468745158 -72.1293303463 2.7
51.0 57.1321960676 -62.1914250358 -123.0 62.0 67.8448115978 -66.8882450959 "2011-08-01 05:27:30" 55.0 61.0652016789 -63.6160658249 5.0
39.0 45.5481552275 -57.6915498722 -122.0 46.0 52.4011201779 -59.5492362422 "2011-08-01 05:27:30" 42.0 48.4745916151 -58.4582894505 4.4
51.0 57.5232337929 -59.9318733986 -121.0 57.0 63.4024747183 -62.109494298 "2011-08-01 05:27:30" 53.0 59.4908732575 -60.5982659083 3.15
51.0 57.7166984613 -58.7850643658 -120.0 57.0 63.5913107474 -60.9317622247 "2011-08-01 05:27:30" 53.0 59.6833872019 -59.4410980921 2.6
50.0 57.1144386309 -56.1564051016 -118.0 59.0 65.8922752706 -59.3807196789 "2011-08-01 05:27:30" 52.0 59.0818753735 -56.7668328627 2.2
43.0 50.4070225855 -53.1461728702 -117.0 55.0 62.2043676932 -56.570214899 "2011-08-01 05:27:30" 51.0 58.2871260044 -55.2737364826 2.2
43.0 50.5942823769 -52.0019208781 -116.0 56.0 63.358697552 -55.7053323011 "2011-08-01 05:27:30" 51.0 58.4733984115 -54.0789183498 1.8
41.0 51.200302849 6.64360966024 -72.0 58.0 67.5460675571 8.57373422686 "2011-08-01 05:27:30" 48.0 57.9358358554 7.34703045321 3.6
41.0 51.0495590237 7.97918021276 -71.0 52.0 61.6731955179 9.17493411581 "2011-08-01 05:27:30" 48.0 57.7987726386 8.71105934293 3.3
60.0 60.9643215771 -91.8975799306 -149.0 69.0 69.917373526 -98.0175810825 "2011-08-01 05:27:30" 65.0 65.9716690541 -94.8048146079 4.45
