BndEquGlat BndEquMlat BndEquMlon BndGlon BndPolGlat BndPolMlat BndPolMlon date minTecGlat minTecMlat minTecMlon minTecVal
40.0 50.9742100517 -23.8516902056 -94.0 48.0 58.6619861493 -24.3095303115 "2011-08-06 01:27:30" 46.0 56.7390070212 -24.1705964463 7.7
45.0 53.115724839 -48.945568092 -113.0 52.0 59.9973106706 -50.6951908291 "2011-08-06 01:27:30" 49.0 57.0539671091 -49.8957202983 5.65
45.0 53.2956687432 -47.7442790047 -112.0 52.0 60.1723720612 -49.4414653046 "2011-08-06 01:27:30" 49.0 57.231678383 -48.6648175757 5.5
42.0 50.2936498043 19.6287614342 -62.0 51.0 59.2479229368 20.8782572453 "2011-08-06 01:27:30" 48.0 56.2589158538 20.4074677057 5.85
40.0 50.6829131101 -27.900334678 -97.0 48.0 58.4065726641 -28.578249047 "2011-08-06 01:27:30" 45.0 55.5090565179 -28.292140594 5.9
44.0 49.838895249 31.4865530584 -52.0 53.0 59.2777300156 33.0637062894 "2011-08-06 01:27:30" 46.0 51.9537511085 31.7646813174 5.5
44.0 52.4892994861 -46.3240475253 -111.0 52.0 60.3442188002 -48.1742725883 "2011-08-06 01:27:30" 49.0 57.4064372619 -47.4212452367 5.4
42.0 51.5080927281 12.034360914 -68.0 55.0 64.1623317211 13.7268834729 "2011-08-06 01:27:30" 46.0 55.3918804156 12.487127488 6.1
42.0 51.3252144737 13.3301375741 -67.0 55.0 64.0165838233 15.0835953503 "2011-08-06 01:27:30" 46.0 55.2206686346 13.7932402406 6.0
42.0 51.1342978707 14.6142883195 -66.0 54.0 62.8905416035 16.2472491155 "2011-08-06 01:27:30" 47.0 56.0239822182 15.2129059761 6.0
42.0 50.9355141531 15.8865020315 -65.0 54.0 62.7313030319 17.5656758359 "2011-08-06 01:27:30" 46.0 54.8577512702 16.366888661 6.0
42.0 50.5150206539 18.3939924717 -63.0 53.0 61.4114096071 19.9685023491 "2011-08-06 01:27:30" 47.0 55.4613175613 19.0222292867 6.05
40.0 51.3158120141 -12.7730668427 -86.0 50.0 60.8464542183 -12.6793740214 "2011-08-06 01:27:30" 47.0 57.9839897726 -12.6752818597 7.9
42.0 51.6827575849 10.7272952257 -69.0 56.0 65.2662476488 12.5170781983 "2011-08-06 01:27:30" 46.0 55.5559465706 11.1685179527 6.1
40.0 50.7620799401 1.12995512186 -76.0 53.0 63.1972784273 2.18768241388 "2011-08-06 01:27:30" 50.0 60.3243645006 1.94071285293 5.05
52.0 49.1110845124 94.2293262187 18.0 60.0 57.7606977877 96.930423641 "2011-08-06 01:27:30" 56.0 53.5029812488 95.4336535838 3.6
51.0 48.0608667363 88.7492963631 12.0 67.0 65.2885171178 95.8083964633 "2011-08-06 01:27:30" 54.0 51.4786221431 89.646004122 3.1
52.0 49.1887337989 89.8903655036 13.0 64.0 62.160746129 94.73993822 "2011-08-06 01:27:30" 56.0 53.6632241885 91.1703910074 4.1
51.0 48.0280966469 90.4740954938 14.0 62.0 60.0322895646 94.5084070223 "2011-08-06 01:27:30" 56.0 53.6268439433 92.0172455664 4.1
51.0 48.0154439185 91.3417690471 15.0 59.0 56.8246704473 93.9964216619 "2011-08-06 01:27:30" 55.0 52.4970380995 92.5290423419 2.6
51.0 47.9867198527 94.8483915416 19.0 61.0 58.7665663353 98.1991993272 "2011-08-06 01:27:30" 56.0 53.4770487294 96.295240343 2.6
53.0 50.1962630053 96.2586877556 20.0 61.0 58.7285518181 99.0399587038 "2011-08-06 01:27:30" 56.0 53.452975112 97.1598972701 2.25
44.0 52.6646136672 -45.1069018864 -110.0 51.0 59.5364102935 -46.6406559576 "2011-08-06 01:27:30" 48.0 56.5965322602 -45.9398745159 6.4
51.0 48.3096944782 81.98228079 4.0 60.0 58.5089130969 85.3648362975 "2011-08-06 01:27:30" 56.0 54.1034559479 83.6647395989 2.7
54.0 51.8840256954 82.1124971666 3.0 60.0 58.5801337886 84.5520556899 "2011-08-06 01:27:30" 57.0 55.2875204022 83.2360993831 2.7
50.0 47.0709167142 82.5317851618 5.0 60.0 58.4402503501 86.1789144731 "2011-08-06 01:27:30" 53.0 50.6181291556 83.4350499934 4.1
40.0 50.7887710523 -26.5595681141 -96.0 48.0 58.5000934984 -27.1639288285 "2011-08-06 01:27:30" 46.0 56.5718061469 -26.9871151251 7.5
51.0 48.0812380003 87.8920787058 11.0 57.0 54.8420323732 89.856308217 "2011-08-06 01:27:30" 55.0 52.6332869568 89.1325441806 3.9
51.0 48.1921938819 84.4963715311 7.0 59.0 57.2318399642 87.3607512894 "2011-08-06 01:27:30" 54.0 51.6747657813 85.4343502274 3.9
51.0 48.2279025264 83.6553722033 6.0 59.0 57.2934676838 86.5405051036 "2011-08-06 01:27:30" 55.0 52.8609504307 84.9489991774 3.5
58.0 60.2703021536 -84.5574079738 -142.0 67.0 69.1453124013 -90.094177554 "2011-08-06 01:57:30" 65.0 67.1972434813 -88.5538190617 6.25
58.0 60.4635941509 -83.6122270207 -141.0 67.0 69.3204523636 -89.1730084994 "2011-08-06 01:57:30" 64.0 66.3987131851 -86.9348308813 5.9
58.0 60.6578539959 -82.6583622616 -140.0 67.0 69.4965776162 -88.2414657429 "2011-08-06 01:57:30" 64.0 66.5821585728 -85.992384611 6.2
58.0 60.852968552 -81.6955570575 -139.0 66.0 68.7098040287 -86.4858105947 "2011-08-06 01:57:30" 64.0 66.76648572 -85.0397439823 6.05
58.0 61.0488232455 -80.7235532863 -138.0 66.0 68.8901728632 -85.5285343746 "2011-08-06 01:57:30" 64.0 66.9515890158 -84.0765835914 6.2
58.0 61.2453021396 -79.7420914025 -137.0 66.0 69.0712243178 -84.5599780847 "2011-08-06 01:57:30" 63.0 66.1633916088 -82.4508545255 5.6
45.0 52.5632992875 -52.4813166481 -116.0 54.0 61.4125455827 -55.0104809354 "2011-08-06 01:57:30" 51.0 58.4733984115 -54.0789183498 5.3
42.0 51.3753113217 -39.7992032906 -106.0 51.0 60.1748343141 -41.416733462 "2011-08-06 01:57:30" 48.0 57.2492051942 -40.8190478749 3.7
42.0 51.534964387 -38.5390708177 -105.0 50.0 59.3510528265 -39.878922806 "2011-08-06 01:57:30" 47.0 56.4246589244 -39.3318658943 3.95
41.0 50.7145154565 -37.1302592511 -104.0 50.0 59.4954689193 -38.5359324734 "2011-08-06 01:57:30" 47.0 56.5732342253 -38.0161735842 4.5
41.0 50.86604923 -35.8552764596 -103.0 50.0 59.6343773678 -37.1802235339 "2011-08-06 01:57:30" 47.0 56.7164427242 -36.6881678481 4.95
48.0 58.7917255776 -5.38100133106 -81.0 55.0 65.4490086425 -5.11969168398 "2011-08-06 01:57:30" 51.0 61.65517722 -5.25988458734 6.0
48.0 58.7328711722 -3.93470593695 -80.0 55.0 65.3962482904 -3.60652836854 "2011-08-06 01:57:30" 51.0 61.5985754206 -3.78808173909 5.9
39.0 49.9222186796 -0.322360484287 -77.0 54.0 64.238270923 0.806344234893 "2011-08-06 01:57:30" 49.0 59.4589370842 0.436561296021 6.4
59.0 63.732649269 44.4520366152 -43.0 65.0 69.833402571 47.5179197697 "2011-08-06 01:57:30" 63.0 67.8298334066 46.3247502257 1.4
51.0 47.8950103315 -110.442983076 -175.0 65.0 62.3129699786 -115.477769486 "2011-08-06 01:57:30" 63.0 60.229543658 -114.446064387 7.45
52.0 49.0182652553 -109.866684821 -174.0 65.0 62.4208706979 -114.724833733 "2011-08-06 01:57:30" 55.0 52.0616879447 -110.675475067 9.9
53.0 50.1492920024 -109.310788803 -173.0 65.0 62.5316514743 -113.970181881 "2011-08-06 01:57:30" 61.0 58.3731676429 -112.005816166 9.2
53.0 50.2745017244 -108.497230063 -172.0 63.0 60.5684136034 -112.152449031 "2011-08-06 01:57:30" 60.0 57.4540857011 -110.812886242 9.2
50.0 46.5529239978 -112.680197884 -178.0 56.0 52.6399612556 -114.147611131 "2011-08-06 01:57:30" 54.0 50.5889737249 -113.601714267 10.6
52.0 49.5281801179 -106.588129637 -170.0 64.0 61.8455074522 -111.134297909 "2011-08-06 01:57:30" 57.0 54.6085887231 -108.111817297 10.1
51.0 48.6638560685 -105.494297081 -169.0 59.0 56.7974619683 -108.05329985 "2011-08-06 01:57:30" 56.0 53.7157701028 -106.969390772 10.3
51.0 48.8025552253 -104.661777745 -168.0 63.0 61.0614907981 -109.064024792 "2011-08-06 01:57:30" 59.0 56.9298284269 -107.258926145 10.2
54.0 52.0992834421 -103.876094522 -166.0 61.0 59.2627884242 -106.525093233 "2011-08-06 01:57:30" 57.0 55.1520346217 -104.891757399 9.0
52.0 55.7080176272 -75.2569121175 -135.0 65.0 68.4753761567 -81.8255446265 "2011-08-06 01:57:30" 63.0 66.5407786864 -80.4656894959 6.4
53.0 56.8986052584 -74.6253264386 -134.0 64.0 67.6975598859 -80.1120906863 "2011-08-06 01:57:30" 62.0 65.7580963565 -78.8437486876 6.6
40.0 50.4471359664 -30.5528179864 -99.0 50.0 60.1280148081 -31.6362531681 "2011-08-06 01:57:30" 47.0 57.2278880915 -31.2581242882 6.0
51.0 48.0431950876 89.6099521847 13.0 62.0 60.0840266712 93.6863916102 "2011-08-06 01:57:30" 60.0 57.9780088913 92.7523775184 3.7
44.0 52.1310670357 -48.7235511986 -113.0 52.0 59.9973106706 -50.6951908291 "2011-08-06 01:57:30" 50.0 58.0367045979 -50.1523736716 4.6
44.0 52.3113604927 -47.5295337259 -112.0 52.0 60.1723720612 -49.4414653046 "2011-08-06 01:57:30" 49.0 57.231678383 -48.6648175757 3.5
44.0 52.4892994861 -46.3240475253 -111.0 52.0 60.3442188002 -48.1742725883 "2011-08-06 01:57:30" 49.0 57.4064372619 -47.4212452367 3.9
40.0 51.3158120141 -12.7730668427 -86.0 47.0 57.9839897726 -12.6752818597 "2011-08-06 01:57:30" 45.0 56.0738636595 -12.6889398328 7.1
58.0 61.4422879728 -78.7509104865 -136.0 66.0 69.2528520646 -83.5797754528 "2011-08-06 01:57:30" 64.0 67.323688648 -82.1173808561 6.4
50.0 55.351279996 -66.240243745 -127.0 61.0 66.1314727702 -70.8569496063 "2011-08-06 01:57:30" 58.0 63.2178950765 -69.3492704336 5.8
46.0 52.9809431678 -56.1858426463 -119.0 61.0 67.6238395981 -61.5700390884 "2011-08-06 01:57:30" 54.0 60.8542851074 -58.6137637599 6.1
46.0 53.171720991 -55.0443559075 -118.0 61.0 67.802910066 -60.3411105937 "2011-08-06 01:57:30" 53.0 60.0632459617 -57.0895439783 5.95
37.0 47.4156565919 6.24740274661 -72.0 53.0 62.7652192674 7.90280794932 "2011-08-06 01:57:30" 49.0 58.9030116951 7.45269477761 5.25
56.0 63.4953788787 26.8331235932 -58.0 62.0 69.4007730648 28.7338305331 "2011-08-06 01:57:30" 60.0 67.4513180293 28.0000500912 4.3
40.0 47.0485539965 25.3767553756 -57.0 50.0 57.2483629966 26.7544781575 "2011-08-06 01:57:30" 48.0 55.2093746795 26.4200984318 4.6
50.0 54.9491181004 -68.3682307526 -129.0 61.0 65.7477223849 -73.0379010992 "2011-08-06 01:57:30" 59.0 63.8026599402 -71.9962904849 6.4
43.0 51.6817733384 -44.9123005679 -110.0 52.0 60.5125937247 -46.89352086 "2011-08-06 01:57:30" 49.0 57.5779794225 -46.1648766671 4.3
40.0 46.7717177479 26.5314751959 -56.0 51.0 58.0581248994 28.104301399 "2011-08-06 01:57:30" 49.0 56.0121422061 27.7444950716 5.35
45.0 52.7493295197 -51.3138603388 -115.0 54.0 61.5939971994 -53.782634078 "2011-08-06 01:57:30" 50.0 57.6746811487 -52.5910773412 4.9
45.0 52.9335377112 -50.1353554 -114.0 53.0 60.7973399948 -52.2316184795 "2011-08-06 01:57:30" 50.0 57.8569783555 -51.3780350947 4.8
50.0 46.4441556083 -113.49867034 -179.0 65.0 61.9104674291 -118.475967645 "2011-08-06 01:57:30" 53.0 49.4650140271 -114.155808466 11.2
59.0 60.3247781196 -89.6282640918 -147.0 68.0 69.2666390895 -95.3995205729 "2011-08-06 01:57:30" 65.0 66.3145968442 -93.0611126348 6.4
59.0 60.5101581442 -88.7252032899 -146.0 67.0 68.4564132175 -93.6821468662 "2011-08-06 01:57:30" 65.0 66.4884049315 -92.1771849454 5.8
48.0 53.9778906106 -62.3430505996 -124.0 61.0 66.7010416014 -67.4836322733 "2011-08-06 01:57:30" 58.0 63.8008199557 -66.0021268369 5.7
48.0 54.1750704371 -61.2424482135 -123.0 61.0 66.8886815108 -66.3308217747 "2011-08-06 01:57:30" 58.0 63.9929320166 -64.8604012187 5.5
60.0 61.882838121 -87.3940828943 -144.0 68.0 69.7694611965 -92.7665642691 "2011-08-06 01:57:30" 65.0 66.840282586 -90.3836581515 6.25
49.0 54.5657847515 -64.834116194 -126.0 61.0 66.3222836995 -69.7463982545 "2011-08-06 01:57:30" 58.0 63.4131535603 -68.2462971525 5.7
49.0 54.7649913891 -63.7492510983 -125.0 61.0 66.5121904009 -68.6220591019 "2011-08-06 01:57:30" 58.0 63.6075103951 -67.1306711718 5.7
47.0 53.7742234998 -57.5948023901 -120.0 61.0 67.4427022509 -62.7832158393 "2011-08-06 01:57:30" 53.0 59.6833872019 -59.4410980921 6.5
39.0 50.0986403287 -3.07373405985 -79.0 54.0 64.3881240465 -2.15651175863 "2011-08-06 01:57:30" 50.0 60.5776808165 -2.3795108629 5.4
39.0 50.0157632937 -1.69555291271 -78.0 54.0 64.3173183742 -0.670461633392 "2011-08-06 01:57:30" 50.0 60.5020193418 -0.930824287761 5.25
59.0 61.07491369 -85.9694165538 -143.0 67.0 68.9712500914 -91.0053295691 "2011-08-06 01:57:30" 65.0 67.0181738001 -89.4734364944 6.25
52.0 56.3154178652 -72.2055887787 -132.0 62.0 66.140953101 -76.7871882769 "2011-08-06 01:57:30" 59.0 63.2143527007 -75.1656588622 5.7
52.0 56.5177282398 -71.1702690506 -131.0 62.0 66.3323456908 -75.7406583481 "2011-08-06 01:57:30" 59.0 63.410720063 -74.1209207665 5.4
51.0 55.7332319763 -69.7665081966 -130.0 64.0 68.4468001631 -75.952210562 "2011-08-06 01:57:30" 61.0 65.5550653566 -74.1089108893 6.8
45.0 52.3756238921 -53.6379684418 -117.0 55.0 62.2043676932 -56.570214899 "2011-08-06 01:57:30" 52.0 59.2696073872 -55.5781878938 5.7
52.0 56.1129541312 -73.2316577158 -133.0 62.0 65.9494943702 -77.8214458411 "2011-08-06 01:57:30" 60.0 63.9982213987 -76.7083049761 6.2
40.0 46.4880525276 27.6723119191 -55.0 57.0 63.944607521 30.6816847981 "2011-08-06 01:57:30" 55.0 61.9270077839 30.1422105453 6.4
37.0 47.2581912807 7.57315806281 -71.0 58.0 67.4314920065 10.0213065745 "2011-08-06 01:57:30" 50.0 59.7372199042 8.93649500016 5.25
41.0 50.8897879484 9.30499585537 -70.0 50.0 59.5972763226 10.2997159651 "2011-08-06 01:57:30" 47.0 56.682996645 9.94917621561 6.0
41.0 50.7211625233 10.620619352 -69.0 50.0 59.4504439742 11.6499161889 "2011-08-06 01:57:30" 47.0 56.528753048 11.2841306345 6.4
41.0 50.5438493261 11.9256427774 -68.0 49.0 58.3203751464 12.8559407749 "2011-08-06 01:57:30" 47.0 56.3673367953 12.6066036896 5.9
40.0 49.1967219215 14.3921723976 -66.0 50.0 58.9713105603 15.6191974537 "2011-08-06 01:57:30" 47.0 56.0239822182 15.2129059761 4.7
42.0 50.2936498043 19.6287614342 -62.0 53.0 61.2347356131 21.2346188656 "2011-08-06 01:57:30" 48.0 56.2589158538 20.4074677057 5.4
42.0 50.0650945503 20.8505758486 -61.0 53.0 61.0538142115 22.4854264058 "2011-08-06 01:57:30" 48.0 56.0584413871 21.6384335134 5.4
42.0 49.8295369812 22.0592331519 -60.0 52.0 59.8688553416 23.5281470452 "2011-08-06 01:57:30" 47.0 54.8472594091 22.7075136884 5.35
41.0 49.9613632941 15.7734300242 -65.0 51.0 59.7846471522 17.0656897439 "2011-08-06 01:57:30" 47.0 55.8425359849 16.4962310478 4.9
43.0 51.7101034392 17.2631797995 -64.0 53.0 61.5835661496 18.6871063289 "2011-08-06 01:57:30" 47.0 55.6549010402 17.7660613669 5.2
43.0 51.5003958411 18.5116919649 -63.0 54.0 62.3983016769 20.1562369673 "2011-08-06 01:57:30" 48.0 56.4541801549 19.1623776252 5.5
41.0 50.3580088587 13.2196854282 -67.0 48.0 57.1781809247 14.0430883775 "2011-08-06 01:57:30" 46.0 55.2206686346 13.7932402406 5.5
51.0 48.0051086261 92.2130090469 16.0 64.0 62.001054398 97.1832392769 "2011-08-06 01:57:30" 59.0 56.783721456 94.8364076073 3.4
51.0 47.9908753165 93.9663004544 18.0 56.0 53.5029812488 95.4336535838 "2011-08-06 01:57:30" 53.0 50.2223614943 94.5067766733 2.2
51.0 47.9867198527 94.8483915416 19.0 57.0 54.5500712661 96.6344878581 "2011-08-06 01:57:30" 54.0 51.3063906432 95.6695433785 2.2
50.0 46.8662870749 95.4924434608 20.0 65.0 62.8317064529 101.011510574 "2011-08-06 01:57:30" 54.0 51.28992963 96.5429847699 2.0
51.0 47.9969620397 93.0878451467 17.0 64.0 61.9516843151 98.0015965288 "2011-08-06 01:57:30" 57.0 54.610512293 94.9231318739 3.7
50.0 46.9776992987 85.0611051606 8.0 64.0 62.4676457185 90.7013655361 "2011-08-06 01:57:30" 53.0 50.485924701 85.9447505633 2.75
57.0 54.8420323732 89.856308217 11.0 68.0 66.3640954456 95.7411161338 "2011-08-06 01:57:30" 64.0 62.2772230842 93.1199739612 2.45
55.0 52.6734561895 88.2905674709 10.0 68.0 66.4303782972 94.9540241166 "2011-08-06 01:57:30" 65.0 63.3712546009 92.9061636749 3.35
60.0 58.0277410379 91.923800371 12.0 67.0 65.2885171178 95.8083964633 "2011-08-06 01:57:30" 63.0 61.1814342132 93.3812692239 2.1
40.0 51.1219834833 -21.1129704472 -92.0 49.0 59.7463312713 -21.4838354435 "2011-08-06 01:57:30" 46.0 56.8701194012 -21.3246706465 6.6
51.0 48.2670320198 82.8173743692 5.0 68.0 66.7912702744 91.0307063133 "2011-08-06 01:57:30" 59.0 57.3576443357 85.7219632017 3.6
50.0 47.0363115295 83.3717074549 6.0 67.0 65.6978646498 91.0604530715 "2011-08-06 01:57:30" 53.0 50.5709476797 84.2689026985 3.6
50.0 47.0052814346 84.2147848896 7.0 63.0 61.4914541408 89.3282603545 "2011-08-06 01:57:30" 53.0 50.5269103747 85.1054378693 3.6
49.0 47.2958182081 66.719895414 -14.0 67.0 67.6176221088 75.1815259523 "2011-08-06 01:57:30" 53.0 52.2164709184 67.9165955652 3.1
48.0 45.9009110893 67.264981468 -13.0 59.0 58.9928698001 71.1115191062 "2011-08-06 01:57:30" 51.0 49.6687603908 68.0948711301 3.6
48.0 45.3769889605 71.2994022056 -8.0 54.0 52.7413903192 73.1286632667 "2011-08-06 01:57:30" 51.0 49.1339262267 72.1412203821 2.25
49.0 47.4236302251 65.9125932629 -15.0 66.0 66.7074364837 73.5972032519 "2011-08-06 01:57:30" 53.0 52.3417193478 67.1036516304 3.1
49.0 46.7403304984 70.7561335767 -9.0 54.0 52.8418567824 72.3177252432 "2011-08-06 01:57:30" 51.0 49.231297426 71.3312201238 1.0
53.0 50.2986879503 91.0434240405 14.0 63.0 61.0722945338 95.0141577259 "2011-08-06 01:57:30" 60.0 57.9304341317 93.5831988034 3.65
50.0 48.2016149537 69.4189973192 -11.0 58.0 57.6503036777 72.284056965 "2011-08-06 01:57:30" 55.0 54.2264672326 71.0607805814 1.9
48.0 45.7844315647 68.0706307631 -12.0 59.0 58.8766824787 71.9263427986 "2011-08-06 01:57:30" 50.0 48.3130561002 68.6110492588 3.6
60.0 61.6961387226 -88.3103056645 -145.0 67.0 68.6267146783 -92.7989746834 "2011-08-06 01:57:30" 65.0 66.663662816 -91.284803021 5.6
54.0 57.0830225785 -78.9994464366 -138.0 63.0 65.9754640537 -83.4268569493 "2011-08-06 02:27:30" 61.0 64.0124058747 -82.249953483 4.6
54.0 57.2835014327 -78.0166012447 -137.0 63.0 66.1633916088 -82.4508545255 "2011-08-06 02:27:30" 61.0 64.2042121491 -81.2710294556 4.4
53.0 56.4947240262 -76.6343449341 -136.0 63.0 66.3518681926 -81.4639062354 "2011-08-06 02:27:30" 60.0 63.4141218594 -79.7430198988 3.95
51.0 54.7204686214 -74.8911693204 -135.0 63.0 66.5407786864 -80.4656894959 "2011-08-06 02:27:30" 60.0 63.6085747705 -78.7423302573 3.0
50.0 46.9323566025 86.7637898687 10.0 57.0 54.8886492565 89.0209972202 "2011-08-06 02:27:30" 53.0 50.4127286202 87.632054292 4.0
50.0 46.9143285942 87.6202949615 11.0 65.0 63.3085048268 93.7090913323 "2011-08-06 02:27:30" 54.0 51.5124915601 88.797939249 4.15
51.0 48.0608667363 88.7492963631 12.0 63.0 61.1814342132 93.3812692239 "2011-08-06 02:27:30" 55.0 52.5956419499 89.9773141091 4.4
55.0 52.5275999411 91.6755032171 14.0 66.0 64.1530656752 96.7412508157 "2011-08-06 02:27:30" 62.0 60.0322895646 94.5084070223 3.2
58.0 55.7561415887 93.5992867281 15.0 66.0 64.0968561922 97.5451182134 "2011-08-06 02:27:30" 62.0 59.9825968659 95.3324999591 3.2
51.0 48.0051086261 92.2130090469 16.0 66.0 64.0425247636 98.3507055228 "2011-08-06 02:27:30" 60.0 57.8415563326 95.251883178 3.8
55.0 52.4181834445 95.1080361031 18.0 65.0 62.9246232607 99.375207269 "2011-08-06 02:27:30" 58.0 55.6475068628 96.1403809878 2.5
57.0 61.2493170849 -74.2254923707 -132.0 64.0 68.0722604727 -78.0579667895 "2011-08-06 02:27:30" 62.0 66.140953101 -76.7871882769 3.4
57.0 61.4482123197 -73.1829106331 -131.0 65.0 69.2155771192 -77.7215983878 "2011-08-06 02:27:30" 63.0 67.2983629511 -76.353581049 3.45
48.0 53.3811366337 -65.5871695366 -127.0 59.0 64.1926543199 -69.8229239008 "2011-08-06 02:27:30" 54.0 59.2938987945 -67.6719748173 6.5
59.0 59.4238350594 -94.038381534 -152.0 69.0 69.4458678792 -100.508955442 "2011-08-06 02:27:30" 66.0 66.4705771719 -98.0598167828 3.8
42.0 51.9849569563 -34.6881759691 -102.0 53.0 62.662363091 -36.3505410012 "2011-08-06 02:27:30" 48.0 57.8264791557 -35.4958457252 2.4
41.0 51.152621061 -33.2709388052 -101.0 53.0 62.78473829 -34.9401720468 "2011-08-06 02:27:30" 48.0 57.9563105395 -34.1345826316 2.7
41.0 51.2866993622 -31.961988671 -100.0 52.0 61.9413273349 -33.3489537895 "2011-08-06 02:27:30" 48.0 58.0796012779 -32.76174112 2.85
41.0 51.4139971792 -30.6422289873 -99.0 54.0 63.9643251472 -32.252170869 "2011-08-06 02:27:30" 48.0 58.1959817306 -31.3777381533 3.4
41.0 51.5340389864 -29.3120260336 -98.0 53.0 63.1116555511 -30.6382390786 "2011-08-06 02:27:30" 48.0 58.3050894648 -29.9830573922 3.75
63.0 62.4875642022 -101.112768427 -158.0 70.0 69.5489036952 -106.23545926 "2011-08-06 02:27:30" 67.0 66.5445904027 -103.692706854 6.9
44.0 51.9486637096 -49.9063129369 -114.0 51.0 58.8390218586 -51.6514762649 "2011-08-06 02:27:30" 49.0 56.8735506285 -51.1141064307 4.6
42.0 51.6900860389 -37.2671340348 -104.0 53.0 62.3993386876 -39.1332012638 "2011-08-06 02:27:30" 48.0 57.548688804 -38.1822972548 3.1
42.0 51.8402348681 -35.983460421 -103.0 53.0 62.533793257 -37.7483382675 "2011-08-06 02:27:30" 48.0 57.6904805865 -36.8451794275 2.9
40.0 51.2294211562 -18.3492477915 -90.0 49.0 59.8337784092 -18.5589326142 "2011-08-06 02:27:30" 47.0 57.9205952196 -18.4861048742 5.3
40.0 51.2673509129 -16.9600122897 -89.0 49.0 59.8632419301 -17.0906375679 "2011-08-06 02:27:30" 47.0 57.951460555 -17.0365381044 5.4
47.0 52.993122304 -62.0394677541 -124.0 55.0 60.8699132493 -64.7458555729 "2011-08-06 02:27:30" 52.0 57.9202557491 -63.6453276013 5.85
40.0 50.9742100517 -23.8516902056 -94.0 49.0 59.6220282289 -24.3867687729 "2011-08-06 02:27:30" 47.0 57.7008437143 -24.2376187691 4.8
40.0 51.0529858259 -22.4858376893 -93.0 49.0 59.6886841137 -22.9385084871 "2011-08-06 02:27:30" 47.0 57.7698216488 -22.8085894095 5.0
40.0 51.1219834833 -21.1129704472 -92.0 49.0 59.7463312713 -21.4838354435 "2011-08-06 02:27:30" 46.0 56.8701194012 -21.3246706465 5.0
40.0 51.1808872378 -19.7338426209 -91.0 49.0 59.7947571994 -20.0236599428 "2011-08-06 02:27:30" 47.0 57.8799152632 -19.9319324616 5.2
39.0 50.369889479 -12.7975882021 -86.0 55.0 65.5822348358 -12.7634807518 "2011-08-06 02:27:30" 49.0 59.8932350309 -12.6745327379 5.95
38.0 48.3557284866 6.34716407678 -72.0 53.0 62.7652192674 7.90280794932 "2011-08-06 02:27:30" 48.0 57.9358358554 7.34703045321 5.7
40.0 50.0958095249 7.8778515087 -71.0 53.0 62.6391034559 9.30038790947 "2011-08-06 02:27:30" 47.0 56.8298164205 8.60209201275 5.85
36.0 46.15154465 8.7864335565 -70.0 50.0 59.5972763226 10.2997159651 "2011-08-06 02:27:30" 47.0 56.682996645 9.94917621561 6.0
40.0 49.7630403207 10.5147720573 -69.0 50.0 59.4504439742 11.6499161889 "2011-08-06 02:27:30" 44.0 53.6148363127 10.9443568653 5.4
40.0 49.5830831676 11.8180351307 -68.0 48.0 57.3436624161 12.7293904784 "2011-08-06 02:27:30" 44.0 53.4454713724 12.2564653562 5.05
39.0 48.4343360015 13.0026070637 -67.0 47.0 56.1989974189 13.9162856218 "2011-08-06 02:27:30" 44.0 53.2684637208 13.5566751238 4.9
53.0 50.972155904 78.4820193588 -1.0 66.0 65.2408152413 84.8139610792 "2011-08-06 02:27:30" 56.0 54.4475364295 79.5680764558 2.7
55.0 53.2308125801 80.0047395798 0.0 70.0 69.2239366874 88.8785582621 "2011-08-06 02:27:30" 67.0 66.1817829214 86.3327609117 3.0
59.0 59.6002528658 -93.1695618377 -151.0 68.0 68.6172704634 -98.7938788874 "2011-08-06 02:27:30" 65.0 65.635532039 -96.5182768353 5.6
58.0 58.7718095398 -91.8364737048 -150.0 68.0 68.7771385211 -97.9567780705 "2011-08-06 02:27:30" 65.0 65.8027125041 -95.6651808502 5.1
58.0 58.9535017915 -90.9517334227 -149.0 68.0 68.938702297 -97.1122269728 "2011-08-06 02:27:30" 65.0 65.9716690541 -94.8048146079 5.1
48.0 53.7797810945 -63.4338877294 -125.0 54.0 59.6910383545 -65.4783265669 "2011-08-06 02:27:30" 52.0 57.722145219 -64.7516600005 5.7
47.0 57.9745914105 -11.2206976088 -85.0 53.0 63.6860867329 -11.2046403993 "2011-08-06 02:27:30" 51.0 61.7885200044 -11.1965012361 6.2
60.0 60.0902668939 -96.2262535734 -154.0 69.0 69.1403778446 -102.135050777 "2011-08-06 02:27:30" 66.0 66.1502413902 -99.7223495103 5.25
46.0 52.7888429943 -57.3169859716 -120.0 53.0 59.6833872019 -59.4410980921 "2011-08-06 02:27:30" 51.0 57.7166984613 -58.7850643658 6.2
44.0 52.1310670357 -48.7235511986 -113.0 51.0 59.0179534243 -50.4184852242 "2011-08-06 02:27:30" 49.0 57.0539671091 -49.8957202983 4.05
44.0 52.3113604927 -47.5295337259 -112.0 54.0 62.1215300004 -50.0164445516 "2011-08-06 02:27:30" 49.0 57.231678383 -48.6648175757 3.95
40.0 51.2944848003 -15.5669881399 -88.0 50.0 60.8367588591 -15.6437110845 "2011-08-06 02:27:30" 47.0 57.9723759897 -15.5842116923 5.7
