BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minFltrdTecVal minTecMlat minTecVal
56.0 3.8 292.0 68.0 6.8 "2011-04-03 05:45:00" 2.70911021234 60.0 2.3
60.0 13.3 252.0 69.0 6.7 "2011-04-03 05:45:00" 6.24060206876 66.0 5.8
56.0 3.8 290.0 63.0 4.0 "2011-04-03 05:45:00" 2.94493367982 60.0 2.3
60.0 12.1 254.0 69.0 6.7 "2011-04-03 05:45:00" 5.49827366331 66.0 4.9
60.0 11.4 256.0 69.0 6.3 "2011-04-03 05:45:00" 4.94526849122 66.0 4.2
56.0 5.1 286.0 63.0 4.0 "2011-04-03 05:45:00" 3.33444020211 60.0 2.6
56.0 4.7 288.0 62.0 3.7 "2011-04-03 05:45:00" 3.11823894601 60.0 2.4
60.0 10.5 258.0 70.0 5.5 "2011-04-03 05:45:00" 4.25593052908 67.0 3.7
52.0 5.9 20.0 59.0 7.0 "2011-04-03 05:55:00" 3.35131875673 56.0 2.1
50.0 7.4 22.0 61.0 6.3 "2011-04-03 05:55:00" 3.80182981241 56.0 2.3
50.0 7.3 24.0 61.0 6.0 "2011-04-03 05:55:00" 3.78176138835 55.0 3.4
50.0 6.7 26.0 61.0 5.9 "2011-04-03 05:55:00" 3.38631995161 56.0 2.7
53.0 4.1 28.0 62.0 6.1 "2011-04-03 05:55:00" 3.4529047839 56.0 2.9
46.0 4.5 68.0 65.0 4.5 "2011-04-03 05:55:00" 2.38881600504 49.0 1.8
46.0 4.5 70.0 52.0 4.9 "2011-04-03 05:55:00" 3.06911457187 48.0 2.1
51.0 5.3 38.0 63.0 5.4 "2011-04-03 05:55:00" 5.02932137642 53.0 4.6
47.0 24.4 220.0 63.0 24.1 "2011-04-03 05:55:00" 23.1604925737 50.0 23.0
58.0 4.9 274.0 68.0 3.7 "2011-04-03 05:55:00" 2.97465376564 64.0 2.8
57.0 7.5 276.0 68.0 3.7 "2011-04-03 05:55:00" 3.1100591414 64.0 2.9
57.0 6.9 278.0 68.0 3.7 "2011-04-03 05:55:00" 3.1570818354 65.0 2.9
57.0 8.6 268.0 70.0 3.8 "2011-04-03 05:55:00" 3.23683978293 67.0 3.2
57.0 8.1 270.0 69.0 3.3 "2011-04-03 05:55:00" 3.1562946886 66.0 2.8
58.0 6.5 272.0 68.0 3.5 "2011-04-03 05:55:00" 3.03671337761 64.0 2.9
58.0 9.4 264.0 69.0 3.2 "2011-04-03 05:55:00" 3.6750379739 66.0 3.6
57.0 9.4 266.0 69.0 3.1 "2011-04-03 05:55:00" 3.42097343426 65.0 3.0
56.0 7.5 280.0 68.0 3.9 "2011-04-03 05:55:00" 3.4330204944 62.0 3.5
56.0 5.6 282.0 68.0 3.9 "2011-04-03 05:55:00" 3.47414483255 61.0 3.7
53.0 6.2 340.0 64.0 2.8 "2011-04-03 05:55:00" 2.72607001835 60.0 2.0
59.0 9.5 262.0 69.0 4.8 "2011-04-03 05:55:00" 3.97879935064 66.0 3.8
55.0 11.5 106.0 64.0 10.7 "2011-04-03 05:55:00" 10.172687402 62.0 9.2
56.0 5.2 284.0 68.0 4.0 "2011-04-03 05:55:00" 3.54201461481 61.0 3.7
52.0 6.4 332.0 65.0 3.5 "2011-04-03 05:55:00" 2.78249568016 59.0 2.4
54.0 5.6 334.0 66.0 3.6 "2011-04-03 05:55:00" 2.63860625096 60.0 2.7
53.0 6.2 338.0 63.0 2.9 "2011-04-03 05:55:00" 2.51491820454 60.0 2.0
51.0 12.1 98.0 68.0 7.7 "2011-04-03 05:55:00" 7.66591057595 66.0 7.7
59.0 9.3 100.0 66.0 7.7 "2011-04-03 05:55:00" 7.63935032321 64.0 7.9
47.0 4.5 322.0 62.0 3.7 "2011-04-03 05:55:00" 2.0193933723 57.0 2.2
49.0 3.9 320.0 63.0 3.4 "2011-04-03 05:55:00" 2.29785161219 58.0 2.1
54.0 2.7 324.0 62.0 3.7 "2011-04-03 05:55:00" 1.85031603001 58.0 1.6
54.0 5.5 336.0 66.0 3.6 "2011-04-03 05:55:00" 2.5401015851 60.0 2.4
53.0 4.1 326.0 62.0 3.1 "2011-04-03 05:55:00" 1.94897885901 59.0 1.4
52.0 5.7 328.0 66.0 3.7 "2011-04-03 05:55:00" 2.5753950435 59.0 2.3
55.0 2.6 316.0 63.0 5.0 "2011-04-03 05:55:00" 2.04093937987 59.0 1.4
56.0 3.0 318.0 62.0 3.7 "2011-04-03 05:55:00" 2.2041609977 59.0 1.6
56.0 2.5 314.0 63.0 7.2 "2011-04-03 05:55:00" 2.09236825698 59.0 1.6
51.0 3.3 306.0 62.0 5.2 "2011-04-03 05:55:00" 2.30084866389 57.0 2.2
48.0 3.6 308.0 62.0 5.3 "2011-04-03 05:55:00" 2.19771342581 57.0 2.1
53.0 2.8 310.0 61.0 7.3 "2011-04-03 05:55:00" 2.31653807239 56.0 2.2
55.0 2.5 312.0 63.0 8.3 "2011-04-03 05:55:00" 2.37098222277 58.0 2.3
52.0 3.8 304.0 66.0 6.8 "2011-04-03 05:55:00" 2.3405461305 58.0 2.3
54.0 3.5 302.0 65.0 6.5 "2011-04-03 05:55:00" 2.28378634549 58.0 1.9
55.0 3.5 300.0 63.0 5.1 "2011-04-03 05:55:00" 2.01340603627 58.0 1.3
56.0 3.0 298.0 63.0 5.1 "2011-04-03 05:55:00" 1.99400857274 59.0 1.5
56.0 3.0 296.0 64.0 4.5 "2011-04-03 05:55:00" 2.14117699422 59.0 1.6
54.0 3.8 294.0 67.0 7.4 "2011-04-03 05:55:00" 2.56229250361 59.0 1.8
54.0 3.9 292.0 62.0 3.8 "2011-04-03 05:55:00" 3.02647211758 59.0 2.3
55.0 4.3 290.0 62.0 3.9 "2011-04-03 05:55:00" 3.22933953283 59.0 2.9
59.0 13.2 254.0 69.0 5.9 "2011-04-03 05:55:00" 5.25664086334 66.0 4.8
60.0 9.8 256.0 69.0 5.4 "2011-04-03 05:55:00" 4.60687351557 67.0 3.8
56.0 4.5 286.0 68.0 3.8 "2011-04-03 05:55:00" 3.55088275395 61.0 3.5
51.0 5.3 40.0 64.0 5.4 "2011-04-03 05:55:00" 4.74118167978 53.0 4.6
